baseline,task,tier,macro_f1,n_test
Joint MLP (PMB+BiomedCLIP),ez_localization,bronze,0.4124399695420282,3457
Joint MLP (PMB+BiomedCLIP),aed_response,silver,0.41877369364895695,738
Joint MLP (PMB+BiomedCLIP),aed_response,gold,0.34847949293187236,401
Joint MLP (PMB+BiomedCLIP),aed_response,bronze,0.4006612063681873,2467
Joint MLP (PMB+BiomedCLIP),surgery_outcome,silver,0.4797797392501417,249
Joint MLP (PMB+BiomedCLIP),surgery_outcome,gold,0.4376006441223832,127
Joint MLP (PMB+BiomedCLIP),surgery_outcome,bronze,0.44388566128637497,633
Joint MLP (PMB+BiomedCLIP),status_epilepticus,silver,0.4001860712387028,42
Joint MLP (PMB+BiomedCLIP),status_epilepticus,gold,0.4168157423971377,121
Joint MLP (PMB+BiomedCLIP),status_epilepticus,bronze,0.3515184047187157,243
Mistral-3.2-24B 0-shot+RAG,epilepsy_type,silver,0.5252335094504716,1290
Mistral-3.2-24B 0-shot+RAG,epilepsy_type,gold,0.5573287357626185,390
Mistral-3.2-24B 0-shot+RAG,epilepsy_type,bronze,0.6253587653833736,6194
Mistral-3.2-24B 0-shot+RAG,seizure_type,silver,0.47851144746443236,962
Mistral-3.2-24B 0-shot+RAG,seizure_type,gold,0.3688306214012089,425
Mistral-3.2-24B 0-shot+RAG,seizure_type,bronze,0.5478473080456496,4998
Mistral-3.2-24B 0-shot+RAG,ez_localization,silver,0.39954701936415726,1051
Mistral-3.2-24B 0-shot+RAG,ez_localization,gold,0.4797334243901967,401
Mistral-3.2-24B 0-shot+RAG,ez_localization,bronze,0.5054658698925613,3457
Mistral-3.2-24B 0-shot+RAG,aed_response,silver,0.279814718084413,738
Mistral-3.2-24B 0-shot+RAG,aed_response,gold,0.14495477824997274,401
Mistral-3.2-24B 0-shot+RAG,aed_response,bronze,0.3014317640732933,2467
Mistral-3.2-24B 0-shot+RAG,surgery_outcome,silver,0.0,249
Mistral-3.2-24B 0-shot+RAG,surgery_outcome,gold,0.013071895424836602,127
Mistral-3.2-24B 0-shot+RAG,surgery_outcome,bronze,0.0016666666666666668,633
Mistral-3.2-24B 0-shot+RAG,status_epilepticus,silver,0.3630952380952381,42
Mistral-3.2-24B 0-shot+RAG,status_epilepticus,gold,0.2799719887955182,121
Mistral-3.2-24B 0-shot+RAG,status_epilepticus,bronze,0.23278754800889429,243
Mistral-3.2-24B few-shot k=3,epilepsy_type,silver,0.5584159435949831,1290
Mistral-3.2-24B few-shot k=3,epilepsy_type,gold,0.6020314309637838,390
Mistral-3.2-24B few-shot k=3,epilepsy_type,bronze,0.6239273433269346,6194
Mistral-3.2-24B few-shot k=3,seizure_type,silver,0.5006322730343961,962
Mistral-3.2-24B few-shot k=3,seizure_type,gold,0.38074140429197995,425
Mistral-3.2-24B few-shot k=3,seizure_type,bronze,0.5416769794072729,4998
Mistral-3.2-24B few-shot k=3,ez_localization,silver,0.43450639181284023,1051
Mistral-3.2-24B few-shot k=3,ez_localization,gold,0.5508897739040985,401
Mistral-3.2-24B few-shot k=3,ez_localization,bronze,0.5230939033484574,3457
Mistral-3.2-24B few-shot k=3,aed_response,silver,0.28743381193753403,738
Mistral-3.2-24B few-shot k=3,aed_response,gold,0.14881276195363954,401
Mistral-3.2-24B few-shot k=3,aed_response,bronze,0.30890566943959735,2467
Mistral-3.2-24B few-shot k=3,surgery_outcome,silver,0.08649766075508651,249
Mistral-3.2-24B few-shot k=3,surgery_outcome,gold,0.02115384615384615,127
Mistral-3.2-24B few-shot k=3,surgery_outcome,bronze,0.07124550325001158,633
Mistral-3.2-24B few-shot k=3,status_epilepticus,silver,0.3317384370015949,42
Mistral-3.2-24B few-shot k=3,status_epilepticus,gold,0.3081547619047619,121
Mistral-3.2-24B few-shot k=3,status_epilepticus,bronze,0.33453637865402575,243
Llama-4-Scout-17B-16E 0-shot+RAG,epilepsy_type,silver,0.5925292943559461,1290
Llama-4-Scout-17B-16E 0-shot+RAG,epilepsy_type,gold,0.5865118142689858,390
Llama-4-Scout-17B-16E 0-shot+RAG,epilepsy_type,bronze,0.5871191210247826,6194
Llama-4-Scout-17B-16E 0-shot+RAG,seizure_type,silver,0.46698024311335873,962
Llama-4-Scout-17B-16E 0-shot+RAG,seizure_type,gold,0.5196179034747425,425
Llama-4-Scout-17B-16E 0-shot+RAG,seizure_type,bronze,0.4887195054251517,4998
Llama-4-Scout-17B-16E 0-shot+RAG,ez_localization,silver,0.42621531224007897,1051
Llama-4-Scout-17B-16E 0-shot+RAG,ez_localization,gold,0.525272379269729,401
Llama-4-Scout-17B-16E 0-shot+RAG,ez_localization,bronze,0.5188983671580624,3457
Llama-4-Scout-17B-16E 0-shot+RAG,aed_response,silver,0.26611093638646127,738
Llama-4-Scout-17B-16E 0-shot+RAG,aed_response,gold,0.14692700022156313,401
Llama-4-Scout-17B-16E 0-shot+RAG,aed_response,bronze,0.28693519030529696,2467
Llama-4-Scout-17B-16E 0-shot+RAG,surgery_outcome,silver,0.0,249
Llama-4-Scout-17B-16E 0-shot+RAG,surgery_outcome,gold,0.013071895424836602,127
Llama-4-Scout-17B-16E 0-shot+RAG,surgery_outcome,bronze,0.006584362139917695,633
Llama-4-Scout-17B-16E 0-shot+RAG,status_epilepticus,silver,0.27403846153846156,42
Llama-4-Scout-17B-16E 0-shot+RAG,status_epilepticus,gold,0.2292806203697293,121
Llama-4-Scout-17B-16E 0-shot+RAG,status_epilepticus,bronze,0.21042629451689163,243
GPT-OSS-120B 0-shot+RAG (v1),epilepsy_type,silver,0.5203910054072626,1290
GPT-OSS-120B 0-shot+RAG (v1),epilepsy_type,gold,0.5024847648695443,390
GPT-OSS-120B 0-shot+RAG (v1),epilepsy_type,bronze,0.5509380586412725,6194
GPT-OSS-120B 0-shot+RAG (v1),seizure_type,silver,0.4404721798806532,962
GPT-OSS-120B 0-shot+RAG (v1),seizure_type,gold,0.372082608179676,425
GPT-OSS-120B 0-shot+RAG (v1),seizure_type,bronze,0.46407761489232013,4998
GPT-OSS-120B 0-shot+RAG (v1),ez_localization,silver,0.3169363097074669,1051
GPT-OSS-120B 0-shot+RAG (v1),ez_localization,gold,0.4366138179352473,401
GPT-OSS-120B 0-shot+RAG (v1),ez_localization,bronze,0.4317035413214902,3457
GPT-OSS-120B 0-shot+RAG (v1),aed_response,silver,0.25166161500939715,738
GPT-OSS-120B 0-shot+RAG (v1),aed_response,gold,0.15403232540849712,401
GPT-OSS-120B 0-shot+RAG (v1),aed_response,bronze,0.2630990120409596,2467
GPT-OSS-120B 0-shot+RAG (v1),surgery_outcome,silver,0.030054644808743168,249
GPT-OSS-120B 0-shot+RAG (v1),surgery_outcome,gold,0.015485739750445633,127
GPT-OSS-120B 0-shot+RAG (v1),surgery_outcome,bronze,0.03883061965171645,633
GPT-OSS-120B 0-shot+RAG (v1),status_epilepticus,silver,0.2051764705882353,42
GPT-OSS-120B 0-shot+RAG (v1),status_epilepticus,gold,0.1980822264389627,121
GPT-OSS-120B 0-shot+RAG (v1),status_epilepticus,bronze,0.20629789051634934,243
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),epilepsy_type,silver,0.5824169562656375,1290
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),epilepsy_type,gold,0.5192051345916127,390
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),epilepsy_type,bronze,0.5867422182347841,6194
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),seizure_type,silver,0.4918197664821865,962
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),seizure_type,gold,0.4394961249010882,425
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),seizure_type,bronze,0.497670495909831,4998
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),ez_localization,silver,0.41079444637294404,1051
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),ez_localization,gold,0.48619297676493245,401
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),ez_localization,bronze,0.509943040064604,3457
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),aed_response,silver,0.25213017077181044,738
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),aed_response,gold,0.14495477824997274,401
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),aed_response,bronze,0.25987280507503846,2467
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),surgery_outcome,silver,0.0029585798816568047,249
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),surgery_outcome,gold,0.00980392156862745,127
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),surgery_outcome,bronze,0.0058499873513787,633
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),status_epilepticus,silver,0.21904761904761902,42
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),status_epilepticus,gold,0.25975122992666855,121
GPT-OSS-120B 0-shot+RAG (v2: strict+tolerant),status_epilepticus,bronze,0.22066055930568948,243
Llama-3.1-8B 0-shot+RAG,epilepsy_type,silver,0.5002027475883793,1290
Llama-3.1-8B 0-shot+RAG,epilepsy_type,gold,0.4897433139150007,390
Llama-3.1-8B 0-shot+RAG,epilepsy_type,bronze,0.5418549621190101,6194
Llama-3.1-8B 0-shot+RAG,seizure_type,silver,0.45302817713071625,962
Llama-3.1-8B 0-shot+RAG,seizure_type,gold,0.40313540024522676,425
Llama-3.1-8B 0-shot+RAG,seizure_type,bronze,0.473831359770673,4998
Llama-3.1-8B 0-shot+RAG,ez_localization,silver,0.4112947691866716,1051
Llama-3.1-8B 0-shot+RAG,ez_localization,gold,0.4847993897787949,401
Llama-3.1-8B 0-shot+RAG,ez_localization,bronze,0.49609301703359093,3457
Llama-3.1-8B 0-shot+RAG,aed_response,silver,0.27169133028817344,738
Llama-3.1-8B 0-shot+RAG,aed_response,gold,0.17875895821159546,401
Llama-3.1-8B 0-shot+RAG,aed_response,bronze,0.27779076917641304,2467
Llama-3.1-8B 0-shot+RAG,surgery_outcome,silver,0.0,249
Llama-3.1-8B 0-shot+RAG,surgery_outcome,gold,0.008547008547008546,127
Llama-3.1-8B 0-shot+RAG,surgery_outcome,bronze,0.0016666666666666668,633
Llama-3.1-8B 0-shot+RAG,status_epilepticus,silver,0.29696969696969694,42
Llama-3.1-8B 0-shot+RAG,status_epilepticus,gold,0.2351888780460209,121
Llama-3.1-8B 0-shot+RAG,status_epilepticus,bronze,0.2706298581764141,243
Qwen2.5-7B 0-shot+RAG,epilepsy_type,silver,0.5094723681299838,1290
Qwen2.5-7B 0-shot+RAG,epilepsy_type,gold,0.6182714881244412,390
Qwen2.5-7B 0-shot+RAG,epilepsy_type,bronze,0.5427006136115224,6194
Qwen2.5-7B 0-shot+RAG,seizure_type,silver,0.4408488002110391,962
Qwen2.5-7B 0-shot+RAG,seizure_type,gold,0.419811320754717,425
Qwen2.5-7B 0-shot+RAG,seizure_type,bronze,0.4451842772047857,4998
Qwen2.5-7B 0-shot+RAG,ez_localization,silver,0.38307940483306097,1051
Qwen2.5-7B 0-shot+RAG,ez_localization,gold,0.4473573608531426,401
Qwen2.5-7B 0-shot+RAG,ez_localization,bronze,0.42441894473449826,3457
Qwen2.5-7B 0-shot+RAG,aed_response,silver,0.2598961321943243,738
Qwen2.5-7B 0-shot+RAG,aed_response,gold,0.1488090321042266,401
Qwen2.5-7B 0-shot+RAG,aed_response,bronze,0.25644474005530543,2467
Qwen2.5-7B 0-shot+RAG,surgery_outcome,silver,0.0,249
Qwen2.5-7B 0-shot+RAG,surgery_outcome,gold,0.013071895424836602,127
Qwen2.5-7B 0-shot+RAG,surgery_outcome,bronze,0.001658374792703151,633
Qwen2.5-7B 0-shot+RAG,status_epilepticus,silver,0.12771929824561404,42
Qwen2.5-7B 0-shot+RAG,status_epilepticus,gold,0.20476079948420373,121
Qwen2.5-7B 0-shot+RAG,status_epilepticus,bronze,0.17694660734149054,243
MedGemma-27B 0-shot+RAG,epilepsy_type,silver,0.5151482508472829,1290
MedGemma-27B 0-shot+RAG,epilepsy_type,gold,0.57280570470489,390
MedGemma-27B 0-shot+RAG,epilepsy_type,bronze,0.594566889655616,6194
MedGemma-27B 0-shot+RAG,seizure_type,silver,0.47666123071100247,962
MedGemma-27B 0-shot+RAG,seizure_type,gold,0.5096829649068456,425
MedGemma-27B 0-shot+RAG,seizure_type,bronze,0.5179230920351086,4998
MedGemma-27B 0-shot+RAG,ez_localization,silver,0.39551402562817106,1051
MedGemma-27B 0-shot+RAG,ez_localization,gold,0.5138548325978805,401
MedGemma-27B 0-shot+RAG,ez_localization,bronze,0.49231156083140626,3457
MedGemma-27B 0-shot+RAG,aed_response,silver,0.262738792055967,738
MedGemma-27B 0-shot+RAG,aed_response,gold,0.1699078227143127,401
MedGemma-27B 0-shot+RAG,aed_response,bronze,0.27766401378362854,2467
MedGemma-27B 0-shot+RAG,surgery_outcome,silver,0.008771929824561403,249
MedGemma-27B 0-shot+RAG,surgery_outcome,gold,0.013071895424836602,127
MedGemma-27B 0-shot+RAG,surgery_outcome,bronze,0.001658374792703151,633
MedGemma-27B 0-shot+RAG,status_epilepticus,silver,0.28787878787878785,42
MedGemma-27B 0-shot+RAG,status_epilepticus,gold,0.29004409769335143,121
MedGemma-27B 0-shot+RAG,status_epilepticus,bronze,0.21524765420704509,243
GPT-OSS-20B 0-shot+RAG,epilepsy_type,silver,0.5381497294500585,1290
GPT-OSS-20B 0-shot+RAG,epilepsy_type,gold,0.5105703350039128,390
GPT-OSS-20B 0-shot+RAG,epilepsy_type,bronze,0.6052579015288392,6194
GPT-OSS-20B 0-shot+RAG,seizure_type,silver,0.46863643000897404,962
GPT-OSS-20B 0-shot+RAG,seizure_type,gold,0.3520841737259648,425
GPT-OSS-20B 0-shot+RAG,seizure_type,bronze,0.5007808326412693,4998
GPT-OSS-20B 0-shot+RAG,ez_localization,silver,0.41651505193423927,1051
GPT-OSS-20B 0-shot+RAG,ez_localization,gold,0.4959338255400601,401
GPT-OSS-20B 0-shot+RAG,ez_localization,bronze,0.5027546689333353,3457
GPT-OSS-20B 0-shot+RAG,aed_response,silver,0.2581650589496249,738
GPT-OSS-20B 0-shot+RAG,aed_response,gold,0.15561309621933714,401
GPT-OSS-20B 0-shot+RAG,aed_response,bronze,0.2801372364913599,2467
GPT-OSS-20B 0-shot+RAG,surgery_outcome,silver,0.017142857142857144,249
GPT-OSS-20B 0-shot+RAG,surgery_outcome,gold,0.021201976725649607,127
GPT-OSS-20B 0-shot+RAG,surgery_outcome,bronze,0.0065520065520065516,633
GPT-OSS-20B 0-shot+RAG,status_epilepticus,silver,0.21217391304347827,42
GPT-OSS-20B 0-shot+RAG,status_epilepticus,gold,0.2706707086017431,121
GPT-OSS-20B 0-shot+RAG,status_epilepticus,bronze,0.21566098620660562,243
Qwen2.5-7B + LoRA,epilepsy_type,silver,0.6432730161331547,1290
Qwen2.5-7B + LoRA,epilepsy_type,gold,0.5838001602242109,390
Qwen2.5-7B + LoRA,epilepsy_type,bronze,0.6094536661009173,6194
Qwen2.5-7B + LoRA,seizure_type,silver,0.4748600056344497,962
Qwen2.5-7B + LoRA,seizure_type,gold,0.6526460088584297,425
Qwen2.5-7B + LoRA,seizure_type,bronze,0.499884361851783,4998
Qwen2.5-7B + LoRA,ez_localization,silver,0.6263594587996658,1051
Qwen2.5-7B + LoRA,ez_localization,gold,0.7381165641150926,401
Qwen2.5-7B + LoRA,ez_localization,bronze,0.6460827176353657,3457
Qwen2.5-7B + LoRA,aed_response,silver,0.40673679191840995,738
Qwen2.5-7B + LoRA,aed_response,gold,0.4147881445664794,401
Qwen2.5-7B + LoRA,aed_response,bronze,0.38961206009956123,2467
Qwen2.5-7B + LoRA,surgery_outcome,silver,0.3532678831043664,249
Qwen2.5-7B + LoRA,surgery_outcome,gold,0.49528067560854444,127
Qwen2.5-7B + LoRA,surgery_outcome,bronze,0.4469856404744678,633
Qwen2.5-7B + LoRA,status_epilepticus,silver,0.3507070707070707,42
Qwen2.5-7B + LoRA,status_epilepticus,gold,0.4548809308395432,121
Qwen2.5-7B + LoRA,status_epilepticus,bronze,0.28742449693153915,243
MedGemma-4B + LoRA,epilepsy_type,silver,0.6137102364499456,1290
MedGemma-4B + LoRA,epilepsy_type,gold,0.6068715560238946,390
MedGemma-4B + LoRA,epilepsy_type,bronze,0.6339278981647417,6194
MedGemma-4B + LoRA,seizure_type,silver,0.49746859644676644,962
MedGemma-4B + LoRA,seizure_type,gold,0.7147320710746183,425
MedGemma-4B + LoRA,seizure_type,bronze,0.5469564034772725,4998
MedGemma-4B + LoRA,ez_localization,silver,0.6044717140059206,1051
MedGemma-4B + LoRA,ez_localization,gold,0.7971603629079769,401
MedGemma-4B + LoRA,ez_localization,bronze,0.5180579438934555,3457
MedGemma-4B + LoRA,aed_response,silver,0.3880484257842749,738
MedGemma-4B + LoRA,aed_response,gold,0.4208222901800884,401
MedGemma-4B + LoRA,aed_response,bronze,0.3781375563947212,2467
MedGemma-4B + LoRA,surgery_outcome,silver,0.3891774891774892,249
MedGemma-4B + LoRA,surgery_outcome,gold,0.5920877399138269,127
MedGemma-4B + LoRA,surgery_outcome,bronze,0.4538614977122547,633
MedGemma-4B + LoRA,status_epilepticus,silver,0.3158196956646569,42
MedGemma-4B + LoRA,status_epilepticus,gold,0.5018881208397338,121
MedGemma-4B + LoRA,status_epilepticus,bronze,0.45645369682132025,243
GPT-OSS-20B + LoRA,epilepsy_type,silver,0.674548310660068,1290
GPT-OSS-20B + LoRA,epilepsy_type,gold,0.6116574892682417,390
GPT-OSS-20B + LoRA,epilepsy_type,bronze,0.6345139345268104,6194
GPT-OSS-20B + LoRA,seizure_type,silver,0.5799004537459094,962
GPT-OSS-20B + LoRA,seizure_type,gold,0.6761231718270713,425
GPT-OSS-20B + LoRA,seizure_type,bronze,0.5342819383382643,4998
GPT-OSS-20B + LoRA,ez_localization,silver,0.6258145695244712,1051
GPT-OSS-20B + LoRA,ez_localization,gold,0.781209198791978,401
GPT-OSS-20B + LoRA,ez_localization,bronze,0.5087955396435271,3457
GPT-OSS-20B + LoRA,aed_response,silver,0.40584921761845827,738
GPT-OSS-20B + LoRA,aed_response,gold,0.4240130893946155,401
GPT-OSS-20B + LoRA,aed_response,bronze,0.3934726557679015,2467
GPT-OSS-20B + LoRA,surgery_outcome,silver,0.35034787262510036,249
GPT-OSS-20B + LoRA,surgery_outcome,gold,0.5644211479971526,127
GPT-OSS-20B + LoRA,surgery_outcome,bronze,0.5147383274473576,633
GPT-OSS-20B + LoRA,status_epilepticus,silver,0.45897352075841774,42
GPT-OSS-20B + LoRA,status_epilepticus,gold,0.44737112468333723,121
GPT-OSS-20B + LoRA,status_epilepticus,bronze,0.31494742824666094,243
MedSigLIP-MRI (attn-pool),epilepsy_type,silver,0.263499245852187,105
MedSigLIP-MRI (attn-pool),epilepsy_type,gold,0.28869243109073367,273
MedSigLIP-MRI (attn-pool),epilepsy_type,bronze,0.34475397204952446,270
MedSigLIP-MRI (attn-pool),seizure_type,silver,0.3876190476190476,123
MedSigLIP-MRI (attn-pool),seizure_type,gold,0.24975770498158556,293
MedSigLIP-MRI (attn-pool),seizure_type,bronze,0.2647298534798535,184
MedSigLIP-MRI (attn-pool),ez_localization,silver,0.2921863799283154,49
MedSigLIP-MRI (attn-pool),ez_localization,gold,0.3135475408035132,275
MedSigLIP-MRI (attn-pool),ez_localization,bronze,0.3948061755328075,102
MedSigLIP-MRI (attn-pool),aed_response,silver,0.15529715762273902,67
MedSigLIP-MRI (attn-pool),aed_response,gold,0.3899700877864675,280
MedSigLIP-MRI (attn-pool),aed_response,bronze,0.34868421052631576,35
MedSigLIP-MRI (attn-pool),surgery_outcome,silver,0.25,9
MedSigLIP-MRI (attn-pool),surgery_outcome,gold,0.4982879057663334,99
MedSigLIP-MRI (attn-pool),surgery_outcome,bronze,0.0,1
MedSigLIP-MRI (attn-pool),status_epilepticus,silver,0.5,4
MedSigLIP-MRI (attn-pool),status_epilepticus,gold,0.19941348973607034,74
MedSigLIP-MRI (attn-pool),status_epilepticus,bronze,0.13333333333333333,4
MedSigLIP-EEG (attn-pool),epilepsy_type,silver,0.36696696696696696,46
MedSigLIP-EEG (attn-pool),epilepsy_type,gold,0.26340475243587197,206
MedSigLIP-EEG (attn-pool),epilepsy_type,bronze,0.3583284457478006,166
MedSigLIP-EEG (attn-pool),seizure_type,silver,0.31965944272445823,67
MedSigLIP-EEG (attn-pool),seizure_type,gold,0.2590405014464802,217
MedSigLIP-EEG (attn-pool),seizure_type,bronze,0.38511937521293604,141
MedSigLIP-EEG (attn-pool),ez_localization,silver,0.12142857142857144,26
MedSigLIP-EEG (attn-pool),ez_localization,gold,0.31988533988533985,209
MedSigLIP-EEG (attn-pool),ez_localization,bronze,0.2898989898989899,37
MedSigLIP-EEG (attn-pool),aed_response,silver,0.18604651162790697,65
MedSigLIP-EEG (attn-pool),aed_response,gold,0.26578754578754576,208
MedSigLIP-EEG (attn-pool),aed_response,bronze,0.24930306650736758,30
MedSigLIP-EEG (attn-pool),surgery_outcome,silver,0.22727272727272727,17
MedSigLIP-EEG (attn-pool),surgery_outcome,gold,0.3884615384615384,53
MedSigLIP-EEG (attn-pool),surgery_outcome,bronze,,0
MedSigLIP-EEG (attn-pool),status_epilepticus,silver,0.6666666666666666,2
MedSigLIP-EEG (attn-pool),status_epilepticus,gold,0.2659570494864612,79
MedSigLIP-EEG (attn-pool),status_epilepticus,bronze,0.2222222222222222,2
Learned fusion (Llama-8B + MedSigLIP),epilepsy_type,silver,0.6216786799147072,1290
Learned fusion (Llama-8B + MedSigLIP),epilepsy_type,gold,0.5811633447706306,390
Learned fusion (Llama-8B + MedSigLIP),epilepsy_type,bronze,0.6564590439206186,6194
Learned fusion (Llama-8B + MedSigLIP),seizure_type,silver,0.5390428279913588,962
Learned fusion (Llama-8B + MedSigLIP),seizure_type,gold,0.5146307277628033,425
Learned fusion (Llama-8B + MedSigLIP),seizure_type,bronze,0.4947895723512313,4998
Learned fusion (Llama-8B + MedSigLIP),ez_localization,silver,0.5013214790074136,1051
Learned fusion (Llama-8B + MedSigLIP),ez_localization,gold,0.5240188305887703,401
Learned fusion (Llama-8B + MedSigLIP),ez_localization,bronze,0.5176667146920788,3457
Learned fusion (Llama-8B + MedSigLIP),aed_response,silver,0.3794522892116107,738
Learned fusion (Llama-8B + MedSigLIP),aed_response,gold,0.49536909421688086,401
Learned fusion (Llama-8B + MedSigLIP),aed_response,bronze,0.37926521046055983,2467
Learned fusion (Llama-8B + MedSigLIP),surgery_outcome,silver,,0
Learned fusion (Llama-8B + MedSigLIP),surgery_outcome,gold,,0
Learned fusion (Llama-8B + MedSigLIP),surgery_outcome,bronze,,0
Learned fusion (Llama-8B + MedSigLIP),status_epilepticus,silver,0.13836477987421383,42
Learned fusion (Llama-8B + MedSigLIP),status_epilepticus,gold,0.17777777777777778,121
Learned fusion (Llama-8B + MedSigLIP),status_epilepticus,bronze,0.17125382262996944,243
Mistral-3.2-24B 0-shot+RAG (populated),epilepsy_type,silver,0.517026902753046,1290
Mistral-3.2-24B 0-shot+RAG (populated),epilepsy_type,gold,0.5223655415369393,390
Mistral-3.2-24B 0-shot+RAG (populated),epilepsy_type,bronze,0.6121347476279423,6194
Mistral-3.2-24B 0-shot+RAG (populated),seizure_type,silver,0.4751564985720584,962
Mistral-3.2-24B 0-shot+RAG (populated),seizure_type,gold,0.3396312735472871,425
Mistral-3.2-24B 0-shot+RAG (populated),seizure_type,bronze,0.5233713091156103,4998
Mistral-3.2-24B 0-shot+RAG (populated),ez_localization,silver,0.3973221020269667,1051
Mistral-3.2-24B 0-shot+RAG (populated),ez_localization,gold,0.4822614118167582,401
Mistral-3.2-24B 0-shot+RAG (populated),ez_localization,bronze,0.5048669907737614,3457
Mistral-3.2-24B 0-shot+RAG (populated),aed_response,silver,0.27550624476772184,738
Mistral-3.2-24B 0-shot+RAG (populated),aed_response,gold,0.14495477824997274,401
Mistral-3.2-24B 0-shot+RAG (populated),aed_response,bronze,0.2763495640009081,2467
Mistral-3.2-24B 0-shot+RAG (populated),surgery_outcome,silver,0.5862386061143825,249
Mistral-3.2-24B 0-shot+RAG (populated),surgery_outcome,gold,0.5715892053973013,127
Mistral-3.2-24B 0-shot+RAG (populated),surgery_outcome,bronze,0.5603375906937698,633
Mistral-3.2-24B 0-shot+RAG (populated),status_epilepticus,silver,0.48840579710144927,42
Mistral-3.2-24B 0-shot+RAG (populated),status_epilepticus,gold,0.43245920745920746,121
Mistral-3.2-24B 0-shot+RAG (populated),status_epilepticus,bronze,0.4323930593099207,243
Qwen2.5-7B 0-shot+RAG (populated),epilepsy_type,silver,0.5142400369196551,1290
Qwen2.5-7B 0-shot+RAG (populated),epilepsy_type,gold,0.623453558634849,390
Qwen2.5-7B 0-shot+RAG (populated),epilepsy_type,bronze,0.5421311288549227,6194
Qwen2.5-7B 0-shot+RAG (populated),seizure_type,silver,0.44400201999020716,962
Qwen2.5-7B 0-shot+RAG (populated),seizure_type,gold,0.41613219461829215,425
Qwen2.5-7B 0-shot+RAG (populated),seizure_type,bronze,0.4475135447996668,4998
Qwen2.5-7B 0-shot+RAG (populated),ez_localization,silver,0.40654277799656724,1051
Qwen2.5-7B 0-shot+RAG (populated),ez_localization,gold,0.4412199825805649,401
Qwen2.5-7B 0-shot+RAG (populated),ez_localization,bronze,0.42210868701028004,3457
Qwen2.5-7B 0-shot+RAG (populated),aed_response,silver,0.2598961321943243,738
Qwen2.5-7B 0-shot+RAG (populated),aed_response,gold,0.1488090321042266,401
Qwen2.5-7B 0-shot+RAG (populated),aed_response,bronze,0.25766033896803553,2467
Qwen2.5-7B 0-shot+RAG (populated),surgery_outcome,silver,0.25211776766604915,249
Qwen2.5-7B 0-shot+RAG (populated),surgery_outcome,gold,0.2824858757062147,127
Qwen2.5-7B 0-shot+RAG (populated),surgery_outcome,bronze,0.27465105030403536,633
Qwen2.5-7B 0-shot+RAG (populated),status_epilepticus,silver,0.3866930171277998,42
Qwen2.5-7B 0-shot+RAG (populated),status_epilepticus,gold,0.41790576573185273,121
Qwen2.5-7B 0-shot+RAG (populated),status_epilepticus,bronze,0.35049525108386287,243
MedGemma-27B 0-shot+RAG (populated),epilepsy_type,silver,0.5219914311630764,1290
MedGemma-27B 0-shot+RAG (populated),epilepsy_type,gold,0.5741977237780884,390
MedGemma-27B 0-shot+RAG (populated),epilepsy_type,bronze,0.5940906310580711,6194
MedGemma-27B 0-shot+RAG (populated),seizure_type,silver,0.4773290284983833,962
MedGemma-27B 0-shot+RAG (populated),seizure_type,gold,0.3822622236801342,425
MedGemma-27B 0-shot+RAG (populated),seizure_type,bronze,0.5079889897758493,4998
MedGemma-27B 0-shot+RAG (populated),ez_localization,silver,0.39593689866721576,1051
MedGemma-27B 0-shot+RAG (populated),ez_localization,gold,0.5138548325978805,401
MedGemma-27B 0-shot+RAG (populated),ez_localization,bronze,0.4923705147538923,3457
MedGemma-27B 0-shot+RAG (populated),aed_response,silver,0.262738792055967,738
MedGemma-27B 0-shot+RAG (populated),aed_response,gold,0.1699078227143127,401
MedGemma-27B 0-shot+RAG (populated),aed_response,bronze,0.27762124674991057,2467
MedGemma-27B 0-shot+RAG (populated),surgery_outcome,silver,0.2892068440132397,249
MedGemma-27B 0-shot+RAG (populated),surgery_outcome,gold,0.2838844413505047,127
MedGemma-27B 0-shot+RAG (populated),surgery_outcome,bronze,0.3313380281690141,633
MedGemma-27B 0-shot+RAG (populated),status_epilepticus,silver,0.38166666666666665,42
MedGemma-27B 0-shot+RAG (populated),status_epilepticus,gold,0.4675324675324675,121
MedGemma-27B 0-shot+RAG (populated),status_epilepticus,bronze,0.37209551717365913,243
Llama-4-Scout-17B-16E 0-shot+RAG (populated),epilepsy_type,silver,0.579588912073947,1290
